੧੦	ten
੧੧	eleven
੧੨	twelve
੧੩	thirteen
੧੪	fourteen
੧੫	fifteen
੧੬	sixteen
੧੭	seventeen
੧੮	eighteen
੧੯	nineteen
੨੦	twenty
੨੧	twenty one
੨੨	twenty two
੨੩	twenty three
੨੪	twenty four
੨੫	twenty five
੨੬	twenty six
੨੭	twenty seven
੨੮	twenty eight
੨੯	twenty nine
੩੦	thirty
੩੧	thirty one
੩੨	thirty two
੩੩	thirty three
੩੪	thirty four
੩੫	thirty five
੩੬	thirty six
੩੭	thirty seven
੩੮	thirty eight
੩੯	thirty nine
੪੦	forty
੪੧	forty one
੪੨	forty two
੪੩	forty three
੪੪	forty four
੪੫	forty five
੪੬	forty six
੪੭	forty seven
੪੮	forty eight
੪੯	forty nine
੫੦	fifty
੫੧	fifty one
੫੨	fifty two
੫੩	fifty three
੫੪	fifty four
੫੫	fifty five
੫੬	fifty six
੫੭	fifty seven
੫੮	fifty eight
੫੯	fifty nine
੬੦	sixty
੬੧	sixty one
੬੨	sixty two
੬੩	sixty three
੬੪	sixty four
੬੫	sixty five
੬੬	sixty six
੬੭	sixty seven
੬੮	sixty eight
੬੯	sixty nine
੭੦	seventy
੭੧	seventy one
੭੨	seventy two
੭੩	seventy three
੭੪	seventy four
੭੫	seventy five
੭੬	seventy six
੭੭	seventy seven
੭੮	seventy eight
੭੯	seventy nine
੮੦	eighty
੮੧	eighty one
੮੨	eighty two
੮੩	eighty three
੮੪	eighty four
੮੫	eighty five
੮੬	eighty six
੮੭	eighty seven
੮੮	eighty eight
੮੯	eighty nine
੯੦	ninety
੯੧	ninety one
੯੨	ninety two
੯੩	ninety three
੯੪	ninety four
੯੫	ninety five
੯੬	ninety six
੯੭	ninety seven
੯੮	ninety eight
੯੯	ninety nine
