੧੦	ਦਸ
੧੧	ਗਿਆਰਾਂ
੧੨	ਬਾਰਾਂ
੧੩	ਤੇਰਾਂ
੧੪	ਚੌਦਾਂ
੧੫	ਪੰਦਰਾਂ
੧੬	ਸੋਲਾਂ
੧੭	ਸਤਾਰਾਂ
੧੮	ਅਠਾਰਾਂ
੧੯	ਉਨੀ
੨੦	ਵੀਹ
੨੧	ਇੱਕੀ
੨੨	ਬਾਈ
੨੩	ਤੇਈ
੨੪	ਚੌਵੀ
੨੫	ਪੱਚੀ
੨੬	ਛੱਬੀ
੨੭	ਸਤਾਈ
੨੮	ਅਠਾਈ
੨੯	ਉਣੱਤੀ
੩੦	ਤੀਹ
੩੧	ਇਕੱਤੀ
੩੨	ਬੱਤੀ
੩੩	ਤੇਤੀ
੩੪	ਚੌਂਤੀ
੩੫	ਪੈਂਤੀ
੩੬	ਛੱਤੀ
੩੭	ਸੈਂਤੀ
੩੮	ਅਠਤੀ
੩੯	ਉਨਤਾਲੀ
੪੦	ਚਾਲੀ
੪੧	ਇਕਤਾਲੀ
੪੨	ਬਿਆਲੀ
੪੩	ਤਿਆਲੀ
੪੪	ਚੁਆਲੀ
੪੫	ਪੈਂਤਾਲੀ
੪੬	ਛਿਆਲੀ
੪੭	ਸਿਆਲੀ
੪੮	ਅਠਤਾਲੀ
੪੯	ਉਣੰਜਾ
੫੦	ਪੰਜਾਹ
੫੧	ਇਕਵੰਜਾ
੫੨	ਬਵੰਜਾ
੫੩	ਤਰਵੰਜਾ
੫੪	ਚੌਵੰਜਾ
੫੫	ਪਚਵੰਜਾ
੫੬	ਛਪੰਜਾ
੫੭	ਸਤਵੰਜਾ
੫੮	ਅਠਵੰਜਾ
੫੯	ਉਨਾਠ
੬੦	ਸੱਠ
੬੧	ਇਕਾਠ
੬੨	ਬਾਹਠ
੬੩	ਤਰੇਹਠ
੬੪	ਚੌਹਠ
੬੫	ਪੈਂਠ
੬੬	ਛਿਆਠ
੬੭	ਸਤਾਹਠ
੬੮	ਅਠਾਹਠ
੬੯	ਉਣੱਤਰ
੭੦	ਸੱਤਰ
੭੧	ਇਕੱਤਰ
੭੨	ਬਹੱਤਰ
੭੩	ਤਿਹੱਤਰ
੭੪	ਚੁਹੱਤਰ
੭੫	ਪਚੱਤਰ
੭੬	ਛਿਹੱਤਰ
੭੭	ਸਤੱਤਰ
੭੮	ਅਠੱਤਰ
੭੯	ਉਣਾਸੀ
੮੦	ਅੱਸੀ
੮੧	ਇਕਾਸੀ
੮੨	ਬਿਆਸੀ
੮੩	ਤਰਾਸੀ
੮੪	ਚੌਰਾਸੀ
੮੫	ਪਚਾਸੀ
੮੬	ਛਿਆਸੀ
੮੭	ਸਤਾਸੀ
੮੮	ਅਠਾਸੀ
੮੯	ਉਣਾਨਵੇਂ
੯੦	ਨੱਬੇ
੯੧	ਇਕਾਨਵੇ
੯੨	ਬਿਆਨਵੇਂ
੯੩	ਤਰਾਨਵੇਂ
੯੪	ਚੁਰਾਨਵੇ
੯੫	ਪਚਾਨਵੇ
੯੬	ਛਿਆਨਵੇ
੯੭	ਸਤਾਨਵੇ
੯੮	ਅਠਾਨਵੇ
੯੯	ਨਿਆਨਵੇ
੧੦	ਟੈਨ
੧੧	ਇਲੈਵਨ
੧੨	ਟਵੈਲਵ
੧੩	ਥਰਟੀਨ
੧੪	ਫੋਰਟੀਨ
੧੫	ਫਿਫਟੀਨ
੧੬	ਸਿਕਸਟੀਨ
੧੭	ਸੈਵਨਟੀਨ
੧੮	ਏਟੀਨ
੧੯	ਨਾਈਨਟੀਨ
੨੦	ਟਵੈਂਟੀ
੩੦	ਥਰਟੀ
੪੦	ਫੋਰਟੀ
੫੦	ਫਿਫਟੀ
੬੦	ਸਿਕਸਟੀ
੭੦	ਸੈਵੰਟੀ
੮੦	ਏਟੀ
੯੦	ਨਾਈਨਟੀ
੧੦	ਦਸ
੨੦	ਬੀਸ
੩੦	ਤੀਸ
